Pk,Pk_,Yrs,G,FG%,3P%,FT%,WS,WS/48,BPM,VORP,MPG,PPG,RPG,APG
26,26,10,618,0.495,0,0.564,20.3,0.086,-2.5,-1.4,18.4,5.6,4.2,0.4
26,26,3,68,0.511,0.36,0.739,1.1,0.071,-3.9,-0.4,11.1,4.2,1.2,0.5
26,26,13,886,0.521,0.083,0.706,51.3,0.114,-1.1,4.6,24.4,7.7,7.8,0.5
26,26,7,346,0.542,NA,0.543,10.6,0.09,-1.9,0.2,16.4,4.9,4.5,0.5
26,26,2,111,0.343,0.295,0.81,0.9,0.021,-3.9,-1,18,6,2.4,0.5
26,26,7,355,0.423,0.356,0.746,9.7,0.084,-1.8,0.3,15.6,4.5,1.8,0.7
26,26,3,75,0.438,0.118,0.614,-0.2,-0.015,-6.2,-0.7,8.7,2.3,2.9,0.7
26,26,3,142,0.436,0.253,0.667,0.7,0.031,-3.2,-0.3,7.4,2,0.8,0.8
26,26,9,587,0.502,0.038,0.645,37.9,0.143,0.3,7.4,21.7,6.6,6.4,0.8
26,26,5,151,0.408,0.357,0.67,3,0.069,-0.1,1,13.9,5.9,2.8,0.8
26,26,5,142,0.409,0.288,0.606,1.5,0.036,-1.1,0.4,13.9,5.1,1.4,0.9
26,26,7,307,0.473,0.253,0.468,12.6,0.089,-0.6,2.3,22.2,4.5,4,0.9
26,26,2,68,0.435,0.359,0.778,1.3,0.071,-1.3,0.1,12.6,3.8,2.5,0.9
26,26,13,883,0.518,0.239,0.711,57.9,0.128,-0.7,7,24.6,9.1,6.1,1
26,26,5,240,0.407,0.359,0.773,7.3,0.076,-1.6,0.5,19.2,8.2,2.3,1.4
26,26,4,238,0.408,0.39,0.837,9.7,0.084,-1.8,0.2,23.3,8.9,1.8,1.6
26,26,2,115,0.419,0.394,0.915,3.4,0.088,-1.2,0.4,16.3,6.4,2,1.8
26,26,12,714,0.437,0.384,0.87,61.3,0.137,1,16.1,30.2,17.4,3.2,1.9
26,26,1,46,0.369,0.346,0.881,0.5,0.027,-3,-0.2,18,8.8,2.7,2
26,26,13,895,0.431,0.366,0.799,33.9,0.069,-0.9,6.7,26.4,9.3,2.9,2.4
26,26,3,199,0.383,0.321,0.726,2.2,0.028,-2.4,-0.3,19,6.9,1.9,2.7
26,26,10,504,0.423,0.374,0.739,13.9,0.068,-0.5,3.7,19.5,7.7,1.9,2.9
26,26,10,645,0.413,0.37,0.837,19.2,0.069,-1.2,2.7,20.8,9.7,1.7,3
26,26,14,856,0.457,0.381,0.807,69,0.141,1.3,19.3,27.4,10.8,3.1,3.1
26,26,11,630,0.408,0.364,0.771,33,0.113,2.1,14.5,22.3,6.3,2.6,4
27,27,1,22,0.378,0,0.5,0.1,0.036,-8.7,-0.1,3.1,1.5,1.1,0
27,27,2,30,0.698,NA,0.667,0.7,0.141,-2.4,0,7.8,2.9,2.5,0
27,27,1,36,0.446,NA,0.667,0.2,0.032,-3.9,-0.1,8.3,3.2,1.6,0.2
27,27,2,59,0.547,NA,0.667,1.7,0.113,-2.8,-0.1,12.4,3.6,3.1,0.2
27,27,6,270,0.425,0.133,0.536,5.2,0.067,-3.3,-1.2,13.8,4.1,4.4,0.3
27,27,4,68,0.534,0.333,0.511,1.9,0.153,-0.8,0.2,8.9,4,2.7,0.4
27,27,2,72,0.383,0.365,0.667,-0.5,-0.03,-5.5,-0.8,12,3.9,1.2,0.4
27,27,2,51,0.388,0.314,0.84,0.4,0.054,-3.1,-0.1,6.7,2.7,1.4,0.4
27,27,4,214,0.456,0.256,0.676,3.9,0.069,-3.9,-1.3,12.5,3.9,3,0.5
27,27,8,342,0.498,0.167,0.701,10.8,0.084,-3.1,-1.7,18.1,7.2,3.9,0.5
27,27,9,584,0.441,0.381,0.696,10.6,0.06,-1.8,0.3,14.4,4.3,3.3,0.8
27,27,3,102,0.381,0.343,0.82,1.7,0.076,-0.8,0.3,10.8,3.7,1.6,0.8
27,27,7,409,0.435,0.335,0.763,13.6,0.08,-2.3,-0.7,20,8.7,3.6,0.8
27,27,9,503,0.444,0.352,0.765,12.3,0.066,-2.2,-0.4,17.8,6.5,3.5,0.8
27,27,8,471,0.424,0.349,0.704,15.1,0.074,-1.2,2.1,20.8,7.1,4.2,0.9
27,27,14,782,0.53,0,0.594,27.9,0.078,-1.9,0.6,21.9,5.4,5.8,1
27,27,15,1044,0.46,0.054,0.699,62.8,0.117,-0.5,9.5,24.7,10.3,5.9,1.1
27,27,10,581,0.39,0.367,0.858,16,0.086,-1,2.3,15.3,5.3,1.9,1.3
27,27,11,578,0.43,0.358,0.741,29.5,0.104,0,6.7,23.7,8.9,4.2,1.3
27,27,9,589,0.651,0,0.635,82.9,0.226,4,26.8,29.9,12.3,11.5,1.3
27,27,1,48,0.445,0.273,0.808,0.9,0.046,-2.7,-0.2,19.6,9.8,2.6,1.3
27,27,4,160,0.725,0,0.65,16,0.25,5,5.4,19.2,7,6.4,1.4
27,27,4,168,0.409,0.376,0.647,2,0.057,-1.5,0.2,10.2,4.5,0.9,1.7
27,27,11,762,0.45,0.386,0.825,33.5,0.077,-1.5,2.4,27.3,10.8,2.9,1.8
27,27,7,387,0.528,0.33,0.684,24.3,0.125,1.1,7.3,24.1,8.1,6.6,1.9
27,27,5,331,0.448,0.338,0.722,14.3,0.069,-1,2.5,30.3,15.4,6.2,2.1
27,27,12,776,0.429,0.352,0.779,15.4,0.058,-3.4,-4.5,16.3,4.5,1.3,2.5
27,27,6,376,0.489,0.328,0.774,30.2,0.134,1.5,9.7,28.9,15.2,6.2,3
27,27,6,281,0.411,0.317,0.826,6.3,0.044,-1.3,1.3,24.4,12.2,2.5,3.1
27,27,5,353,0.409,0.337,0.739,4.3,0.039,-2,0.1,15,4.9,1.5,3.4
27,27,5,293,0.44,0.386,0.816,14.5,0.084,0.3,4.8,28.5,13.9,3.4,3.4
27,27,11,547,0.393,0.299,0.716,17.2,0.057,0,7.1,26.4,8.5,2.9,6.1
28,28,2,52,0.333,0,0.65,0.1,0.031,-8,-0.3,3.7,1,1.3,0
28,28,1,2,1,NA,NA,0,0.141,17,0,3,1,1,0
28,28,2,98,0.542,0,0.685,2.6,0.109,-3,-0.3,11.7,4.9,3.7,0.2
28,28,4,82,0.339,0.25,0.566,-0.9,-0.089,-9.4,-0.9,6.2,2.1,0.6,0.2
28,28,2,74,0.472,0,0.554,-0.8,-0.074,-7.9,-0.8,7.1,3.4,1.9,0.4
28,28,3,143,0.42,0.293,0.66,1.7,0.048,-3.5,-0.6,11.7,3.4,1.8,0.4
28,28,4,45,0.371,0.295,0.818,0.4,0.051,-2,0,8.8,3,1,0.4
28,28,3,66,0.37,0.333,0.813,0.1,0.007,-4.3,-0.2,5.7,2,0.5,0.5
28,28,5,157,0.635,0.429,0.675,7.3,0.184,0.3,1.1,12.2,4.8,4.5,0.5
28,28,11,756,0.486,0.1,0.569,33.8,0.11,-0.6,5.1,19.5,4.6,5.5,0.6
28,28,12,618,0.533,0.16,0.612,26.1,0.121,-2,0.1,16.8,5.2,4.4,0.6
28,28,8,448,0.41,0.373,0.736,13.2,0.113,-0.4,2.3,12.5,4.2,2.7,0.7
28,28,4,253,0.406,0.304,0.701,1.5,0.017,-2.8,-0.9,16.8,6.1,2.4,0.7
28,28,2,45,0.325,0.091,0.563,-0.8,-0.08,-6.1,-0.5,10,2.9,2.2,0.9
28,28,4,153,0.39,0.289,0.652,-0.9,-0.019,-4.8,-1.6,14.3,5.5,1.7,0.9
28,28,2,59,0.337,0.315,0.833,-0.6,-0.047,-7.4,-0.8,10.5,2.8,1.1,0.9
28,28,4,148,0.492,0.353,0.748,4.4,0.081,-2.3,-0.2,17.5,7.2,4.5,1
28,28,2,95,0.436,0.333,0.726,0.4,0.016,-4.4,-0.7,12,3.3,1.3,1.1
28,28,13,762,0.41,0.382,0.843,20.9,0.063,-1.5,2.1,20.9,8,2.1,1.1
28,28,7,355,0.555,0.143,0.697,25.3,0.178,1.1,5.4,19.2,7.9,5,1.2
28,28,2,119,0.446,0.33,0.706,3.2,0.052,-3.4,-1,25.1,7.8,4,1.2
28,28,12,800,0.426,0.348,0.79,28.7,0.088,-0.9,4.5,19.6,7.2,2.3,1.4
28,28,2,27,0.356,0.267,0.9,0.2,0.027,-3.7,-0.1,9.9,2.9,0.8,1.5
28,28,14,850,0.459,0.387,0.821,37.4,0.098,-0.2,8.6,21.6,10.6,2,2.1
28,28,6,300,0.401,0.341,0.831,5.9,0.061,-1.5,0.6,15.4,5.8,1.4,2.5
28,28,3,161,0.404,0.325,0.874,4.2,0.054,-2.5,-0.5,23.5,12.3,2.3,2.6
28,28,6,360,0.407,0.324,0.743,3,0.018,-4.1,-4.1,22.3,7,2,2.7
28,28,13,831,0.463,0.349,0.833,31.4,0.083,-0.9,4.9,21.9,8.4,2.1,3.4
28,28,7,401,0.418,0.349,0.817,12.6,0.064,-1.2,1.8,23.7,9,2.5,4.8
28,28,18,1254,0.491,0.324,0.751,111.3,0.14,1.1,30.1,30.5,15.5,2.7,5.6
29,29,2,15,0.393,NA,0.647,0.2,0.112,-2.9,0,6.9,2.2,2.2,0.2
29,29,4,189,0.53,NA,0.525,3.2,0.057,-4.4,-1.7,14.2,5,2.9,0.2
29,29,2,51,0.469,NA,0.854,0.9,0.083,-4.4,-0.3,9.9,3.3,1.9,0.2
29,29,6,143,0.455,0,0.719,1.7,0.057,-3.8,-0.6,9.8,2.3,1.5,0.3
29,29,3,51,0.423,0.294,0.783,0.4,0.045,-4.5,-0.3,8.4,4.1,1,0.3
29,29,3,76,0.346,0.312,0.24,0.7,0.03,-3.5,-0.4,14.1,2.5,2.4,0.3
29,29,3,59,0.426,0.306,0.548,0.6,0.054,-2.5,-0.1,9,3.3,1.9,0.3
29,29,18,1005,0.486,0,0.64,34.3,0.104,-2.6,-2.2,15.8,5.8,4.7,0.4
29,29,9,453,0.457,0.063,0.527,8.2,0.074,-4.1,-2.9,11.8,2.2,2.6,0.4
29,29,3,51,0.485,0,0.597,1,0.093,-3.5,-0.2,10.6,2.8,2.5,0.5
29,29,1,30,0.571,0.25,0.568,1.1,0.146,-3.6,-0.1,12.4,6.1,5.1,0.5
29,29,7,371,0.438,0.259,0.696,7.9,0.083,-3,-1.1,12.3,3.4,3.1,0.6
29,29,6,138,0.507,0.333,0.72,3.8,0.087,-2.1,0,15.3,5.9,3.2,0.6
29,29,2,49,0.376,0.227,0.726,0,0.003,-4.6,-0.4,10.7,4.3,1.9,0.9
29,29,4,165,0.429,0.236,0.7,1.1,0.022,-3,-0.6,14.5,6.3,2,1.2
29,29,15,1089,0.46,0.136,0.794,89.8,0.128,0,17.4,31.1,9.1,7.7,1.5
29,29,3,91,0.343,0.222,0.661,-0.9,-0.045,-6.5,-1,10,2.4,1,1.5
29,29,10,507,0.448,0.332,0.77,38,0.119,0.6,10,30.3,14.3,5.7,1.6
29,29,4,189,0.38,0.299,0.599,-1.6,-0.027,-4.4,-1.7,14.7,3.9,1.8,1.7
29,29,3,141,0.481,0.396,0.749,7.6,0.091,-1.2,0.8,28.3,13.5,5.7,1.7
29,29,2,81,0.369,0.314,0.785,1.1,0.043,-2.8,-0.3,15.2,5.6,1.9,2.1
29,29,8,394,0.404,0.354,0.824,12.1,0.077,-0.8,2.2,19.1,7.6,2.2,2.3
29,29,7,307,0.389,0.354,0.756,3,0.03,-1.7,0.4,15.8,5.5,1.6,2.7
29,29,11,710,0.444,0.343,0.781,27.9,0.085,-1,3.8,22.1,7.1,2.6,3
29,29,13,846,0.447,0.335,0.729,59.6,0.129,2.8,27.2,26.3,11.6,4.2,3.7
29,29,5,241,0.444,0.341,0.834,13.9,0.107,1.3,5.2,25.8,11.6,3.3,3.9
29,29,5,304,0.454,0.328,0.758,14.8,0.092,1.5,6.7,25.3,11.8,5.9,4.6
30,30,2,66,0.333,0.25,0.647,0,-0.001,-4.9,-0.4,7.3,2,1.4,0.3
30,30,3,64,0.407,0.25,0.676,-0.2,-0.014,-7,-0.8,9.9,3.4,2.2,0.3
30,30,2,38,0.476,0,0.565,0.1,0.027,-4.3,-0.1,6.5,1.9,1.4,0.3
30,30,3,151,0.459,0,0.728,3.2,0.084,-3.3,-0.6,12.1,3.2,3.4,0.4
30,30,3,170,0.513,NA,0.557,5.9,0.119,-2,0,14.1,4.2,4.3,0.4
30,30,6,307,0.573,0,0.644,19,0.136,-0.3,2.9,21.9,9.8,6.4,0.5
30,30,4,127,0.434,0.276,0.64,1.4,0.051,-3.3,-0.4,10.2,3.2,1.8,0.5
30,30,3,72,0.347,0.269,0.767,0.2,0.02,-4.2,-0.3,8.2,2.9,1.3,0.5
30,30,1,24,0.205,0.167,0.875,-0.4,-0.132,-10,-0.3,5.9,1.1,0.6,0.5
30,30,1,27,0.381,0.103,0.6,0.1,0.025,-6.6,-0.3,10.3,3.3,2.4,0.5
30,30,8,465,0.476,0.143,0.643,9,0.054,-3.7,-3.4,17.3,5.3,3.6,0.6
30,30,12,709,0.505,0,0.738,23.1,0.08,-3.4,-4.9,19.6,7.4,4.4,0.6
30,30,1,38,0.368,0.222,0.826,-0.2,-0.035,-5.3,-0.3,8.2,3.4,0.9,0.7
30,30,12,749,0.459,0.091,0.699,16.2,0.057,-2.9,-3.1,18.1,6.2,3.8,0.8
30,30,2,51,0.411,0.277,0.611,-0.4,-0.02,-4.2,-0.6,20.6,6.3,2.7,0.8
30,30,6,180,0.661,0.286,0.7,7.6,0.141,-1.3,0.4,14.3,5,3.3,0.8
30,30,2,95,0.417,0.366,0.766,2.4,0.068,-1.5,0.2,17.8,6.8,4.3,1
30,30,14,632,0.509,0.023,0.63,46.4,0.148,0.3,8.8,23.9,7.2,7.2,1.2
30,30,1,16,0.333,0.222,0.833,-0.1,-0.038,-7.6,-0.3,11.6,2.3,0.7,1.3
30,30,7,344,0.562,0.172,0.615,18.5,0.16,-0.5,2.1,16.1,4.7,4.7,1.3
30,30,9,644,0.445,0.318,0.765,13.8,0.041,-2.9,-3.7,25.3,5.8,2.8,1.8
30,30,5,286,0.448,0.348,0.736,15.1,0.094,-0.4,3.1,27.1,9.5,5.8,2
30,30,2,124,0.464,0.424,0.879,7.8,0.116,0.7,2.2,25.9,13.1,3.7,2.1
30,30,12,829,0.535,0.034,0.772,76,0.15,1.1,19.2,29.3,13.5,8.8,2.2
30,30,8,483,0.476,0.335,0.714,25.7,0.122,1.7,9.5,21,6.6,4.3,2.3
30,30,12,786,0.407,0.35,0.827,19.5,0.058,-1.7,1.3,20.4,6.5,1.7,3.5
30,30,7,447,0.404,0.344,0.73,12.1,0.052,-0.7,3.8,25.2,7.1,2.7,3.6
30,30,11,673,0.459,0.321,0.842,91.5,0.197,4.7,37.6,33.1,17.6,5.3,4.1
30,30,3,115,0.421,0.347,0.68,0.1,0.001,-3.4,-1.1,27.6,12.7,3.6,4.5
31,31,2,66,0.394,0,0.404,0.4,0.051,-5.1,-0.3,5.8,1.5,1.8,0.1
31,31,1,12,0.44,0,1,-0.1,-0.041,-11.6,-0.2,6.8,2,1.3,0.2
31,31,4,133,0.391,0.289,0.613,0.3,0.012,-4.6,-0.8,9.4,3,1.5,0.3
31,31,1,10,0.294,0.364,0.333,0,0.004,-0.1,0,4.1,1.6,1,0.3
31,31,1,23,0.4,NA,0.522,0.1,0.02,-5.5,-0.1,6.2,2.4,1.3,0.4
31,31,6,237,0.553,0.4,0.776,6.3,0.131,-2.3,-0.2,9.8,2.9,2.7,0.4
31,31,3,107,0.599,0,0.635,3.6,0.131,-2.1,0,12.1,4.2,3.2,0.4
31,31,3,67,0.438,0.34,0.676,0.8,0.062,-3.2,-0.2,8.7,2.7,1,0.5
31,31,1,20,0.351,0.231,0.875,-0.1,-0.024,-5.6,-0.1,7.8,1.8,1.6,0.5
31,31,2,13,0.353,0,0.333,0,-0.035,-4.8,0,4.5,1,0.5,0.5
31,31,4,114,0.416,0.167,0.803,2.1,0.067,-3.8,-0.7,13.2,3.3,2.8,0.6
31,31,2,48,0.4,0,0.87,0.6,0.07,-2,0,8.3,2.5,1.4,0.6
31,31,2,87,0.408,0,0.58,0,0.001,-5.1,-0.9,12.8,3.3,3,0.6
31,31,1,43,0.394,NA,0.758,-0.2,-0.016,-7.3,-0.8,13.9,2.4,2.8,0.7
31,31,9,513,0.535,0.3,0.785,35.9,0.149,-0.3,5,22.5,10.8,4.9,0.7
31,31,6,271,0.518,NA,0.76,18.8,0.134,-0.7,2.2,24.9,12.6,6.7,0.7
31,31,9,509,0.442,0.434,0.835,10.3,0.055,-2.6,-1.3,17.8,6.7,1.7,0.8
31,31,3,132,0.409,0.319,0.665,1.3,0.024,-4.2,-1.5,19.4,6.1,2,0.8
31,31,3,72,0.621,0.167,0.522,4.2,0.154,0.1,0.7,18.2,7,4.9,0.9
31,31,3,157,0.407,0.366,0.882,2.2,0.04,-2.9,-0.6,17,8,1.4,1
31,31,4,203,0.426,0.338,0.774,2.3,0.03,-3.8,-1.7,18.1,8.5,1.8,1
31,31,7,381,0.425,0.387,0.831,13.7,0.072,-1.6,0.9,24,9.1,2.8,1.1
31,31,10,518,0.408,0.383,0.866,13,0.068,-1.4,1.4,17.7,6.3,1.7,1.3
31,31,8,590,0.457,0.392,0.863,32,0.09,-1,4.5,29,14.9,3.6,1.6
31,31,10,649,0.517,0.179,0.641,35.1,0.106,0.7,10.8,24.6,10.7,4.2,1.8
31,31,5,307,0.42,0.349,0.719,6.6,0.042,-2.5,-1,24.7,10,3.3,2.1
31,31,12,655,0.417,0.2,0.691,11,0.046,-1.9,0.2,17.6,4.8,1.8,2.2
31,31,2,108,0.395,0.315,0.737,0.5,0.014,-4.1,-0.9,15.5,4.8,1.7,2.2
31,31,6,276,0.436,0.263,0.73,4.2,0.044,-3,-1.1,16.4,6.2,1.3,2.8
31,31,11,552,0.421,0.351,0.803,51.3,0.127,2.6,22.3,35.1,20.7,3.9,5.3
32,32,1,2,1,NA,NA,0.1,1.442,30.1,0,1.5,3,0,0
32,32,2,19,0.359,0,0.778,0,0.008,-6.6,-0.1,4.8,2.6,0.8,0
32,32,1,6,0.5,NA,0.5,0,-0.108,-10,0,3.3,1.8,0.7,0
32,32,1,8,0.364,0,0,-0.1,-0.131,-10.1,0,2.5,1,0.4,0
32,32,2,24,0.5,0.143,0.786,0.2,0.07,-6.4,-0.1,5.5,2.3,1.3,0.1
32,32,4,50,0.45,NA,0.545,0.5,0.068,-7.7,-0.5,6.9,2.3,1.8,0.2
32,32,3,22,0.34,0.276,0.333,-0.3,-0.093,-8.7,-0.2,6.8,2,0.8,0.2
32,32,7,401,0.446,0.1,0.551,9.4,0.076,-2.2,-0.3,14.8,2.7,3.1,0.3
32,32,11,467,0.437,0.43,0.877,14.5,0.123,0.8,4,12.1,4.7,1.3,0.3
32,32,2,44,0.283,NA,0.429,0,-0.004,-6.1,-0.3,7.5,1.2,1.6,0.4
32,32,3,174,0.387,0.368,0.88,5,0.086,-1.9,0.1,16,5.3,1.4,0.5
32,32,3,63,0.406,0.273,0.607,0.7,0.048,-5.2,-0.6,11.4,2.8,1.8,0.5
32,32,9,414,0.407,0,0.459,6.8,0.055,-3.3,-2,14.4,1.7,3.9,0.6
32,32,3,148,0.412,0.29,0.776,1.3,0.03,-2.8,-0.4,14.1,5.3,2.2,0.6
32,32,2,65,0.441,0.284,0.73,0.2,0.014,-3.7,-0.3,12.1,5.4,1.7,0.7
32,32,2,62,0.321,0.283,0.783,0.4,0.043,-2.8,-0.1,7.4,2,0.8,0.8
32,32,3,60,0.393,0.379,0.706,0.8,0.054,-2.6,-0.1,11.5,3.2,2,0.8
32,32,2,11,0.308,0.1,0.5,-0.4,-0.153,-8.4,-0.2,10.4,3.2,1.8,0.9
32,32,4,118,0.388,0.227,0.705,-0.5,-0.02,-5.9,-1.2,10,3.3,1,1
32,32,1,44,0.401,0.333,0.714,1.4,0.068,-2.5,-0.1,23,7.1,5.8,1
32,32,6,339,0.598,0.1,0.753,24.1,0.183,0.6,4.2,18.7,8.1,6.3,1.1
32,32,4,203,0.375,0.369,0.789,3.3,0.057,-1.4,0.4,13.7,4.3,1.7,1.3
32,32,2,127,0.389,0.295,0.78,0.8,0.024,-3,-0.4,13.3,3.4,1.2,1.4
32,32,7,437,0.619,0.12,0.659,39.2,0.199,2.9,11.7,21.7,13,5.4,1.4
32,32,1,36,0.33,0.31,0.674,-0.2,-0.021,-4,-0.2,11.3,2.9,1.2,1.5
32,32,16,1049,0.452,0.386,0.805,90.9,0.13,1.9,33.1,32,14.9,5.2,1.7
32,32,3,80,0.377,0.378,0.822,0.3,0.01,-2.9,-0.3,15.6,5.5,1,1.8
32,32,2,22,0.333,0,0.5,-0.1,-0.021,-2.7,0,9.7,1.7,0.6,2.1
32,32,10,564,0.429,0.326,0.715,13.5,0.067,-1,2.5,17.2,4.7,2.8,2.3
32,32,9,418,0.426,0.387,0.824,12,0.082,-0.8,2.2,16.8,5.9,1.6,3
32,32,6,365,0.467,0.356,0.819,16.8,0.098,-0.9,2.4,22.4,7,2.9,4
33,33,1,2,0.333,NA,NA,0,-0.117,-5.2,0,2.5,1,0.5,0
33,33,3,92,0.497,0,0.68,1.9,0.117,-1.8,0,8.3,2.2,2.3,0.1
33,33,2,48,0.412,0,0.667,-0.1,-0.013,-6.7,-0.2,4.4,2.1,1.4,0.2
33,33,1,61,0.376,NA,0.656,-0.2,-0.018,-7.5,-0.7,8.1,3.1,1.8,0.2
33,33,2,13,0.318,NA,NA,-0.1,-0.084,-5.4,0,3,1.1,0.9,0.2
33,33,5,186,0.456,0,0.704,2.5,0.066,-3.8,-0.9,9.9,3.1,2.6,0.3
33,33,2,44,0.56,0.429,0.647,0.2,0.047,-2.4,0,4.9,2.5,0.7,0.3
33,33,3,64,0.449,0.118,0.605,0.5,0.05,-4.8,-0.3,7.5,2.4,2,0.3
33,33,2,33,0.431,0.167,0.706,0.3,0.086,-5.2,-0.2,5.7,1.9,1.6,0.3
33,33,8,281,0.467,0.111,0.717,5,0.078,-4,-1.6,11,3,2.3,0.4
33,33,4,130,0.534,0,0.375,2.9,0.092,-2.7,-0.3,11.4,2.6,3.9,0.4
33,33,5,183,0.596,0.286,0.774,6.3,0.139,-1.4,0.3,11.9,5.2,4.1,0.4
33,33,8,260,0.539,NA,0.49,5.1,0.064,-2.9,-0.9,14.7,4.6,3.5,0.5
33,33,9,450,0.487,0.333,0.714,11.6,0.087,-3.8,-3,14.3,4,3.4,0.5
33,33,10,492,0.584,0.308,0.607,50.3,0.196,2.5,14,25.1,12.8,11,0.6
33,33,1,7,0.5,0.4,0.75,0,0.057,-3.4,0,5.4,2.7,0.9,0.6
33,33,2,68,0.372,0.302,0.75,0.4,0.03,-4.5,-0.4,9.2,3.6,1.1,0.6
33,33,2,39,0.367,0.25,0.826,0.2,0.037,-5.6,-0.3,7.4,2.4,0.9,0.7
33,33,3,139,0.489,0.143,0.487,2.6,0.047,-2.8,-0.5,19.1,5.4,3.8,0.7
33,33,10,715,0.469,0.345,0.649,24.9,0.08,-1.7,1.1,20.8,5.8,3.7,0.7
33,33,5,249,0.437,0.286,0.711,1.8,0.025,-4.2,-1.9,14.1,4.7,3.2,0.8
33,33,12,758,0.499,0.207,0.832,42.8,0.125,-0.8,5.1,21.6,8.7,4.5,0.8
33,33,6,356,0.418,0.362,0.786,10,0.062,-2.5,-0.9,21.9,6.5,2.9,0.8
33,33,5,226,0.408,0.292,0.798,4.2,0.053,-3.9,-1.8,16.9,4.4,2.5,0.9
33,33,1,36,0.336,0.245,0.625,-0.2,-0.025,-5.3,-0.4,12,3.1,0.9,1.4
33,33,8,414,0.483,0.439,0.78,20.5,0.093,-0.6,3.9,25.6,11.1,3.2,1.6
33,33,2,115,0.378,0.298,0.692,0,0,-3.3,-0.5,13.8,5.1,1.1,2
33,33,1,59,0.393,0.269,0.79,1,0.035,-2.4,-0.1,23.4,6.9,2.7,2.2
33,33,2,70,0.336,0.328,0.692,0.5,0.025,-4.5,-0.6,14.4,3.2,1,2.4
33,33,9,445,0.401,0.286,0.74,10,0.063,-1.4,1.2,17.2,5.1,2,2.8
33,33,4,256,0.494,0.373,0.786,15.6,0.121,0.1,3.3,24.1,11.5,3,3.8
34,34,1,4,0.333,0,1,0.1,0.076,-1.2,0,10.5,3.8,1.3,0.3
34,34,10,527,0.5,0,0.498,15.8,0.097,-2.3,-0.7,14.8,4.7,4.4,0.4
34,34,4,82,0.402,0,0.732,0.5,0.035,-4.2,-0.4,8.6,2.6,1.9,0.4
34,34,1,26,0.561,0,0.682,0.8,0.148,0.5,0.2,10.3,4.1,3.4,0.4
34,34,2,40,0.312,0.222,0.444,-0.1,-0.02,-2.8,-0.1,7.3,1.9,0.9,0.5
34,34,4,153,0.463,NA,0.621,4,0.09,-3,-0.5,14,2.8,3.9,0.5
34,34,10,587,0.507,0,0.621,19.3,0.094,-2.9,-2.4,16.8,4.8,4.2,0.6
34,34,3,111,0.498,0.146,0.617,0.8,0.04,-4.7,-0.7,9.1,2.9,2.7,0.6
34,34,3,139,0.407,0.196,0.711,1,0.025,-2.8,-0.4,13.9,3.4,2.7,0.7
34,34,3,41,0.328,0.286,0.85,-0.2,-0.016,-5.1,-0.6,18.6,3.9,2.5,0.7
34,34,2,61,0.421,0.308,0.65,0.5,0.043,-3.2,-0.2,9.2,2.7,1.1,0.8
34,34,2,56,0.346,0.263,0.75,-0.6,-0.039,-5.9,-0.8,14.3,4.3,2.2,0.8
34,34,1,39,0.414,0.167,0.721,0.1,0.013,-3.5,-0.2,10.1,3.3,1.7,0.9
34,34,16,849,0.411,0.358,0.809,30.1,0.084,-0.4,6.9,20.4,9.6,2.4,1.1
34,34,2,47,0.458,0.4,0.679,-0.1,-0.015,-4.1,-0.2,8.5,3.3,1,1.2
34,34,1,4,0.667,0.333,NA,0,0.032,-1.8,0,5.8,2.3,0.8,1.5
34,34,4,94,0.399,0.186,0.79,0.4,0.017,-4,-0.6,12,3.6,1,1.6
34,34,10,716,0.418,0.345,0.778,38.8,0.103,0.3,10.3,25.2,9.6,4.2,1.6
34,34,6,235,0.371,0.351,0.836,4.3,0.043,-2.4,-0.5,20.4,8.1,1.9,1.9
34,34,7,325,0.401,0.366,0.798,8.8,0.079,-0.7,1.7,16.5,5.8,1.6,2.4
34,34,4,103,0.396,0.301,0.755,1.2,0.035,-2.6,-0.3,15.7,6.7,2,2.6
34,34,2,96,0.359,0.317,0.774,-0.9,-0.02,-5.2,-1.8,23.1,8.2,2.7,2.7
34,34,3,224,0.435,0.366,0.713,3.2,0.039,-2.3,-0.3,17.7,5.1,1.3,2.8
34,34,1,50,0.37,0.333,0.778,0.6,0.03,-2.4,-0.1,18.7,6.3,1.6,2.9
34,34,8,456,0.423,0.33,0.731,10.3,0.059,-1.9,0.1,18.4,6.6,2,3.1
34,34,9,646,0.417,0.351,0.793,32.3,0.09,-0.6,5.9,26.7,8.9,2.5,3.7
34,34,3,133,0.403,0.28,0.808,0.5,0.008,-3.6,-1.1,20.9,7.5,1.7,4
34,34,4,219,0.372,0.358,0.825,9,0.07,-0.5,2.4,28.5,13.2,2.6,5.2
35,35,1,15,0.462,NA,0.64,0.2,0.098,-1.4,0,7.3,2.7,2.1,0.1
35,35,2,14,0.462,0,0.615,0.1,0.04,-5.5,-0.1,5.2,1.4,0.6,0.1
35,35,2,29,0.4,0.364,0.375,0,0.008,-5.4,-0.2,5.9,1.9,0.5,0.1
35,35,7,102,0.356,0.208,0.526,-0.7,-0.062,-8.9,-0.9,5.1,1.7,1,0.2
35,35,1,4,0.333,NA,0.5,0,-0.077,-7.6,0,4.3,0.8,1,0.3
35,35,4,83,0.384,0.367,0.642,-0.1,-0.008,-5.8,-0.8,9.9,3.3,1,0.3
